employee_id,review_date,review_period,self_rating,manager_rating,overall_rating,goals_achieved,goals_target,feedback_summary,goals_met_pct
148,2024-12-15,H2-2024,5,5,5,5,5,Production direction sit now day defense pull.,100.0
150,2023-06-15,H1-2023,3,4,4,3,5,Born together drug walk choose approach.,60.0
150,2023-12-15,H2-2023,4,3,4,4,5,Light prevent return bad really no smile.,80.0
150,2024-06-15,H1-2024,5,5,5,2,5,Rise show nearly turn prove.,40.0
150,2024-12-15,H2-2024,4,4,4,4,5,But military for statement tree drive.,80.0
150,2025-06-15,H1-2025,5,5,5,3,5,Bag rate sport.,60.0
151,2023-06-15,H1-2023,5,5,5,4,5,Reach exactly really ever.,80.0
151,2023-12-15,H2-2023,3,5,4,3,5,Current discuss station computer provide special drive.,60.0
151,2024-06-15,H1-2024,5,4,4,5,5,Around both agency.,100.0
151,2024-12-15,H2-2024,3,5,4,5,5,Media certainly space run catch open.,100.0
151,2025-06-15,H1-2025,4,5,4,5,5,Within may program themselves.,100.0
152,2023-06-15,H1-2023,5,4,4,5,5,Well loss represent window.,100.0
152,2023-12-15,H2-2023,5,5,5,4,5,Near inside hour issue determine.,80.0
152,2024-06-15,H1-2024,5,5,5,5,5,Condition necessary exist.,100.0
153,2023-06-15,H1-2023,1,3,2,2,5,Yet shake stuff resource yes information president decide.,40.0
153,2023-12-15,H2-2023,2,2,2,3,5,Service much teach fire.,60.0
153,2024-06-15,H1-2024,1,3,2,5,5,Music hospital prove enough.,100.0
153,2024-12-15,H2-2024,1,3,2,2,5,Great ten great worker back not.,40.0
153,2025-06-15,H1-2025,3,1,2,3,5,Huge large call fine lay.,60.0
154,2023-06-15,H1-2023,4,4,4,4,5,Become show card food.,80.0
154,2023-12-15,H2-2023,4,2,3,2,5,Your Democrat also word policy number everyone wife.,40.0
154,2024-06-15,H1-2024,2,2,2,2,5,Collection here full artist measure because in.,40.0
154,2024-12-15,H2-2024,3,2,2,5,5,Task set base style.,100.0
154,2025-06-15,H1-2025,4,4,4,2,5,Account result create should.,40.0
155,2023-06-15,H1-2023,3,5,4,4,5,They movie task.,80.0
155,2023-12-15,H2-2023,5,5,5,2,5,Political information simple game from.,40.0
155,2024-06-15,H1-2024,4,5,4,2,5,Example call between best low.,40.0
155,2024-12-15,H2-2024,3,5,4,3,5,Daughter there yes city teacher Mrs he.,60.0
155,2025-06-15,H1-2025,3,5,4,2,5,Lot share media recently let.,40.0
156,2023-06-15,H1-2023,4,4,4,3,5,Few seven nor social outside energy realize.,60.0
156,2023-12-15,H2-2023,5,5,5,4,5,Set step Democrat it world know.,80.0
156,2024-06-15,H1-2024,4,5,4,5,5,Born scientist protect little indicate.,100.0
156,2024-12-15,H2-2024,5,3,4,3,5,Also Congress they list sit rock place.,60.0
156,2025-06-15,H1-2025,3,3,3,2,5,Institution event different clearly left.,40.0
157,2023-06-15,H1-2023,2,2,2,4,5,Both reach memory within service last check.,80.0
157,2023-12-15,H2-2023,2,2,2,3,5,Hot certain produce well.,60.0
157,2024-06-15,H1-2024,3,3,3,5,5,Note challenge seven treat prevent unit you.,100.0
157,2024-12-15,H2-2024,4,2,3,5,5,Where near kind member and industry.,100.0
157,2025-06-15,H1-2025,3,4,4,2,5,Least charge put once hard similar and.,40.0
159,2023-06-15,H1-2023,4,4,4,3,5,Old agreement girl task.,60.0
159,2023-12-15,H2-2023,3,2,2,5,5,Paper price audience.,100.0
159,2024-06-15,H1-2024,2,2,2,2,5,Throughout call require service will hard.,40.0
159,2024-12-15,H2-2024,4,3,4,2,5,Court soon although find miss when.,40.0
159,2025-06-15,H1-2025,4,2,3,3,5,Woman pick every man degree.,60.0
160,2023-06-15,H1-2023,2,3,2,3,5,Science child claim hard.,60.0
160,2023-12-15,H2-2023,4,3,4,3,5,Beautiful organization yes late cost difficult rise.,60.0
160,2024-06-15,H1-2024,3,3,3,4,5,Term daughter one store increase arrive.,80.0
160,2024-12-15,H2-2024,2,3,2,3,5,Land question also weight.,60.0
160,2025-06-15,H1-2025,3,3,3,3,5,Nation teacher boy.,60.0
161,2023-06-15,H1-2023,2,2,2,3,5,Various point throw bank garden.,60.0
161,2023-12-15,H2-2023,1,2,2,5,5,Fine fill health body day.,100.0
161,2024-06-15,H1-2024,1,1,1,5,5,Firm authority media current least.,100.0
161,2024-12-15,H2-2024,2,2,2,4,5,Box stage environment.,80.0
161,2025-06-15,H1-2025,1,2,2,3,5,Month base road stand lot.,60.0
162,2023-06-15,H1-2023,3,3,3,2,5,Think teacher blood where goal.,40.0
162,2023-12-15,H2-2023,3,4,4,3,5,Hear per bad.,60.0
162,2024-06-15,H1-2024,5,4,4,2,5,Something minute require place certainly within present.,40.0
162,2024-12-15,H2-2024,4,4,4,2,5,Child production begin.,40.0
162,2025-06-15,H1-2025,4,3,4,4,5,Some opportunity after.,80.0
163,2023-06-15,H1-2023,3,3,3,4,5,Plan clearly rise yet popular.,80.0
163,2023-12-15,H2-2023,2,3,2,2,5,Production place nor however administration might coach get.,40.0
163,2024-06-15,H1-2024,4,2,3,5,5,Stuff car anyone occur performance production to.,100.0
163,2024-12-15,H2-2024,2,2,2,2,5,Soldier write close partner today kid.,40.0
163,2025-06-15,H1-2025,2,2,2,3,5,Teach where loss town science response recent together.,60.0
164,2023-06-15,H1-2023,5,3,4,2,5,Girl middle store last present animal.,40.0
164,2023-12-15,H2-2023,3,4,4,5,5,Trip less happy letter same thing serve drug.,100.0
164,2024-06-15,H1-2024,4,5,4,3,5,Back myself analysis teacher in yard.,60.0
164,2024-12-15,H2-2024,4,5,4,5,5,Bill record street.,100.0
164,2025-06-15,H1-2025,4,5,4,5,5,Toward cup member former while.,100.0
165,2023-06-15,H1-2023,2,3,2,3,5,Interview ready month.,60.0
165,2023-12-15,H2-2023,1,3,2,2,5,Same alone large economy require of.,40.0
165,2024-06-15,H1-2024,3,3,3,4,5,Save condition more who large training because.,80.0
165,2024-12-15,H2-2024,2,1,2,5,5,Herself west system wide none area true.,100.0
165,2025-06-15,H1-2025,2,3,2,5,5,Place along middle speak.,100.0
166,2023-06-15,H1-2023,3,5,4,4,5,Win guy scene.,80.0
166,2023-12-15,H2-2023,4,5,4,2,5,Democrat herself return.,40.0
166,2024-06-15,H1-2024,5,5,5,2,5,However sometimes may training.,40.0
166,2024-12-15,H2-2024,4,5,4,4,5,Article six bar.,80.0
166,2025-06-15,H1-2025,3,3,3,4,5,Machine race customer.,80.0
167,2023-06-15,H1-2023,2,3,2,5,5,Item reality action music want some open option.,100.0
167,2023-12-15,H2-2023,3,4,4,3,5,Kind month soldier company wear.,60.0
168,2023-06-15,H1-2023,4,2,3,4,5,Sure year paper.,80.0
168,2023-12-15,H2-2023,2,4,3,4,5,Piece travel enter environmental us.,80.0
168,2024-06-15,H1-2024,2,3,2,5,5,Above they argue save continue send about.,100.0
168,2024-12-15,H2-2024,2,4,3,4,5,Treatment cold person wide course.,80.0
168,2025-06-15,H1-2025,3,3,3,4,5,Good there state.,80.0
169,2023-06-15,H1-2023,5,5,5,3,5,Gun fly piece teacher cold.,60.0
169,2023-12-15,H2-2023,4,5,4,3,5,Film hour little cost style do head.,60.0
169,2024-06-15,H1-2024,4,5,4,5,5,Me bank hospital scientist.,100.0
169,2024-12-15,H2-2024,5,5,5,4,5,Myself raise education television finally.,80.0
169,2025-06-15,H1-2025,4,5,4,2,5,Writer stuff about you clear give individual reason.,40.0
170,2023-06-15,H1-2023,5,5,5,5,5,Southern material for sport.,100.0
170,2023-12-15,H2-2023,5,5,5,3,5,Color until foreign wear item item mission economy.,60.0
170,2024-06-15,H1-2024,5,4,4,2,5,Pretty police again build with however social two.,40.0
170,2024-12-15,H2-2024,5,5,5,2,5,Forget officer include worry when decide much.,40.0
170,2025-06-15,H1-2025,5,5,5,3,5,Parent management necessary reason past or large.,60.0
171,2023-06-15,H1-2023,4,4,4,4,5,Key arrive community born their.,80.0
171,2023-12-15,H2-2023,5,4,4,5,5,More age green customer play.,100.0
171,2024-06-15,H1-2024,4,4,4,2,5,Character four alone PM.,40.0
171,2024-12-15,H2-2024,4,4,4,4,5,Ago deal kind speak.,80.0
172,2023-06-15,H1-2023,3,2,2,4,5,Into assume apply member five expert no.,80.0
172,2023-12-15,H2-2023,3,4,4,2,5,Power newspaper grow also film.,40.0
172,2024-06-15,H1-2024,4,4,4,2,5,Behind day something organization common talk successful.,40.0
172,2024-12-15,H2-2024,2,2,2,4,5,Interesting challenge subject available seat require be.,80.0
172,2025-06-15,H1-2025,3,4,4,5,5,May those activity yet.,100.0
173,2023-06-15,H1-2023,4,2,3,4,5,Room arrive culture should stay within.,80.0
173,2023-12-15,H2-2023,2,3,2,2,5,Agree wide choice.,40.0
173,2024-06-15,H1-2024,3,4,4,3,5,Sister front yard piece pattern.,60.0
173,2024-12-15,H2-2024,3,4,4,4,5,Term public ball study fund.,80.0
173,2025-06-15,H1-2025,3,3,3,3,5,Each imagine rock stuff.,60.0
174,2023-06-15,H1-2023,4,3,4,3,5,Continue bill people easy have character town.,60.0
174,2023-12-15,H2-2023,4,4,4,3,5,Institution then push season those.,60.0
174,2024-06-15,H1-2024,2,3,2,2,5,Hour former long analysis.,40.0
174,2024-12-15,H2-2024,4,4,4,4,5,Which result mouth hair enter establish every.,80.0
174,2025-06-15,H1-2025,2,4,3,2,5,Upon when can television maybe return.,40.0
175,2023-06-15,H1-2023,1,1,1,2,5,Key play create air purpose hundred hit.,40.0
175,2023-12-15,H2-2023,1,2,2,3,5,Including low military food.,60.0
175,2024-06-15,H1-2024,1,2,2,5,5,Which particularly likely effort.,100.0
175,2024-12-15,H2-2024,1,1,1,2,5,People whom six.,40.0
175,2025-06-15,H1-2025,2,1,2,2,5,Meet relate build war care.,40.0
176,2023-06-15,H1-2023,4,2,3,3,5,Impact home half.,60.0
176,2023-12-15,H2-2023,2,2,2,4,5,Certainly throughout born indicate address maybe.,80.0
176,2024-06-15,H1-2024,4,4,4,5,5,Task their bit current prevent blue rock.,100.0
176,2024-12-15,H2-2024,3,4,4,4,5,Set be meeting news rock country.,80.0
176,2025-06-15,H1-2025,3,3,3,4,5,Themselves environmental key close.,80.0
177,2023-06-15,H1-2023,5,5,5,5,5,Arm we again by boy TV place weight.,100.0
177,2023-12-15,H2-2023,5,4,4,2,5,Prepare will business good picture sense.,40.0
177,2024-06-15,H1-2024,5,5,5,2,5,Record job civil career both interest arm hot.,40.0
177,2024-12-15,H2-2024,5,4,4,4,5,Energy see cultural wonder drive subject.,80.0
177,2025-06-15,H1-2025,4,5,4,3,5,Bar available stop condition mother environment white.,60.0
178,2023-06-15,H1-2023,3,4,4,4,5,Computer miss Mrs work great job after room.,80.0
178,2023-12-15,H2-2023,3,4,4,3,5,Doctor pattern way song fund.,60.0
178,2024-06-15,H1-2024,3,4,4,2,5,Organization network offer up.,40.0
178,2024-12-15,H2-2024,4,4,4,2,5,Cold to expect shoulder.,40.0
178,2025-06-15,H1-2025,4,5,4,4,5,Soon every still suddenly argue another.,80.0
179,2023-06-15,H1-2023,1,1,1,4,5,Four detail because ground agency live work.,80.0
179,2023-12-15,H2-2023,2,2,2,3,5,Decade machine detail poor tonight development see free.,60.0
179,2024-06-15,H1-2024,1,1,1,2,5,Believe tonight check four.,40.0
179,2024-12-15,H2-2024,1,1,1,4,5,Much raise thus actually product quickly and stock.,80.0
179,2025-06-15,H1-2025,1,2,2,4,5,Lose certainly level provide modern operation visit.,80.0
180,2023-06-15,H1-2023,4,4,4,5,5,Southern environmental best interesting.,100.0
180,2023-12-15,H2-2023,3,4,4,5,5,Laugh work lay eye themselves mean hotel.,100.0
180,2024-06-15,H1-2024,4,4,4,2,5,Practice school almost must computer safe radio money.,40.0
180,2024-12-15,H2-2024,4,3,4,5,5,Election such social ok page.,100.0
180,2025-06-15,H1-2025,4,5,4,5,5,Since media manager particularly such night.,100.0
181,2023-06-15,H1-2023,4,5,4,2,5,Air use somebody western society.,40.0
181,2023-12-15,H2-2023,3,3,3,4,5,Federal something size pull citizen finally trouble.,80.0
181,2024-06-15,H1-2024,3,4,4,4,5,Effect finish service economic born several.,80.0
181,2024-12-15,H2-2024,3,4,4,4,5,Cover soon name whose sometimes story attention.,80.0
181,2025-06-15,H1-2025,3,4,4,5,5,Production mention project future much daughter common agent.,100.0
182,2023-06-15,H1-2023,4,2,3,2,5,Continue here show method value knowledge key.,40.0
182,2023-12-15,H2-2023,3,2,2,4,5,Water teacher give recognize too star thousand.,80.0
182,2024-06-15,H1-2024,4,4,4,4,5,He yet hold tough light conference.,80.0
183,2023-06-15,H1-2023,2,2,2,5,5,Develop where fly space indicate person.,100.0
183,2023-12-15,H2-2023,2,1,2,3,5,Indicate college represent.,60.0
183,2024-06-15,H1-2024,1,3,2,5,5,Actually direction either especially.,100.0
183,2024-12-15,H2-2024,3,1,2,2,5,Among current use item nice.,40.0
184,2023-06-15,H1-2023,3,3,3,4,5,Laugh stuff alone body yeah of for.,80.0
184,2023-12-15,H2-2023,4,4,4,4,5,Book story happen.,80.0
184,2024-06-15,H1-2024,3,3,3,3,5,Teach reduce fire be be hard decide.,60.0
184,2024-12-15,H2-2024,5,5,5,3,5,Watch money professor perhaps.,60.0
184,2025-06-15,H1-2025,4,4,4,5,5,Either reflect answer test standard establish break.,100.0
185,2023-06-15,H1-2023,2,4,3,5,5,Attorney sign cold some better identify north.,100.0
185,2023-12-15,H2-2023,2,2,2,5,5,Skin space town address.,100.0
185,2024-06-15,H1-2024,4,4,4,3,5,Music explain but.,60.0
185,2024-12-15,H2-2024,2,4,3,5,5,Subject interest accept under if question.,100.0
185,2025-06-15,H1-2025,4,3,4,3,5,Stuff age site popular city sing especially.,60.0
186,2023-06-15,H1-2023,1,2,2,2,5,We sometimes close maintain production.,40.0
186,2023-12-15,H2-2023,2,1,2,2,5,Which successful special.,40.0
186,2024-06-15,H1-2024,1,1,1,5,5,Class within spend rise grow campaign.,100.0
186,2024-12-15,H2-2024,2,1,2,4,5,Include seek moment personal.,80.0
186,2025-06-15,H1-2025,1,3,2,4,5,Risk rich deep by lawyer anyone rock senior.,80.0
187,2023-06-15,H1-2023,3,3,3,3,5,Song ok subject professional drug hotel.,60.0
187,2023-12-15,H2-2023,2,2,2,3,5,Sister wait hundred simply task hit evidence us.,60.0
187,2024-06-15,H1-2024,3,3,3,4,5,Statement soon unit scientist.,80.0
187,2024-12-15,H2-2024,3,3,3,2,5,Fund outside authority mean billion.,40.0
187,2025-06-15,H1-2025,1,3,2,4,5,Suddenly decade room century difference better early decide.,80.0
188,2023-06-15,H1-2023,3,3,3,4,5,Much quite beyond teacher.,80.0
188,2023-12-15,H2-2023,4,4,4,2,5,Meet across force deep kind focus sport.,40.0
188,2024-06-15,H1-2024,2,2,2,3,5,Let possible detail soon.,60.0
188,2024-12-15,H2-2024,4,2,3,4,5,Lot policy should knowledge account.,80.0
188,2025-06-15,H1-2025,2,2,2,2,5,Lead conference purpose indeed Mr day per.,40.0
189,2023-06-15,H1-2023,5,4,4,4,5,Worker memory my parent yeah.,80.0
189,2023-12-15,H2-2023,4,5,4,4,5,Perform message car loss sport.,80.0
189,2024-06-15,H1-2024,4,5,4,2,5,Tough huge property ago investment management office.,40.0
189,2024-12-15,H2-2024,4,4,4,3,5,Officer rule personal hold blue.,60.0
189,2025-06-15,H1-2025,5,5,5,5,5,Sing hour oil sit professional draw ok.,100.0
190,2023-06-15,H1-2023,3,3,3,5,5,Data gun argue into.,100.0
190,2023-12-15,H2-2023,5,5,5,2,5,Early choose from animal control believe.,40.0
190,2024-06-15,H1-2024,3,4,4,3,5,Different despite popular statement pretty.,60.0
190,2024-12-15,H2-2024,5,4,4,4,5,However bill set brother man somebody.,80.0
190,2025-06-15,H1-2025,4,5,4,3,5,Factor visit close debate.,60.0
191,2023-06-15,H1-2023,4,4,4,5,5,Drop join Democrat wish produce describe PM.,100.0
191,2023-12-15,H2-2023,5,5,5,5,5,Middle already travel tend guess.,100.0
191,2024-06-15,H1-2024,4,5,4,3,5,But board story ability black song friend account.,60.0
191,2024-12-15,H2-2024,5,3,4,4,5,Smile data gun prevent some yeah.,80.0
191,2025-06-15,H1-2025,5,5,5,5,5,Thought environment month central.,100.0
192,2023-06-15,H1-2023,4,4,4,5,5,Few city four.,100.0
192,2023-12-15,H2-2023,3,3,3,2,5,Act statement number sport focus happen.,40.0
192,2024-06-15,H1-2024,4,4,4,4,5,Series decision exactly little.,80.0
192,2024-12-15,H2-2024,2,3,2,5,5,Friend determine clear itself see star window.,100.0
192,2025-06-15,H1-2025,3,2,2,4,5,Sense law security control hour.,80.0
193,2023-06-15,H1-2023,3,3,3,3,5,Artist eat play bill prove.,60.0
193,2023-12-15,H2-2023,5,3,4,4,5,Plan make physical necessary step.,80.0
193,2024-06-15,H1-2024,3,4,4,3,5,Professional section stay area direction art reveal.,60.0
193,2024-12-15,H2-2024,4,3,4,3,5,Movie wonder particular activity song often care TV.,60.0
193,2025-06-15,H1-2025,4,5,4,3,5,Response sense develop how most between.,60.0
194,2023-06-15,H1-2023,3,4,4,5,5,Human he society.,100.0
194,2023-12-15,H2-2023,4,4,4,2,5,Carry audience tell.,40.0
194,2024-06-15,H1-2024,4,3,4,4,5,Listen represent security of campaign our leader.,80.0
194,2024-12-15,H2-2024,5,3,4,3,5,Discover store quality painting whose center against.,60.0
194,2025-06-15,H1-2025,4,5,4,3,5,Story social operation house run generation authority.,60.0
195,2023-06-15,H1-2023,2,2,2,4,5,Politics alone nice level turn ground reality.,80.0
195,2023-12-15,H2-2023,1,1,1,3,5,Over dark tend watch rise involve remain.,60.0
195,2024-06-15,H1-2024,1,1,1,4,5,Attack professor two population data offer agree.,80.0
195,2024-12-15,H2-2024,1,1,1,2,5,These your rule land.,40.0
195,2025-06-15,H1-2025,1,1,1,4,5,Be thus interesting break peace expert.,80.0
196,2023-06-15,H1-2023,3,3,3,3,5,Identify dream office again power suffer trip specific.,60.0
196,2023-12-15,H2-2023,1,2,2,5,5,Church education continue contain control candidate when.,100.0
196,2024-06-15,H1-2024,3,2,2,4,5,Scene production low modern.,80.0
196,2024-12-15,H2-2024,1,1,1,4,5,Detail build agent edge.,80.0
196,2025-06-15,H1-2025,2,2,2,4,5,Nearly purpose property none thus dinner.,80.0
197,2023-06-15,H1-2023,4,2,3,5,5,Quickly offer own see.,100.0
197,2023-12-15,H2-2023,3,3,3,3,5,Training knowledge fire sense phone after save.,60.0
197,2024-06-15,H1-2024,2,3,2,2,5,Determine security type glass.,40.0
197,2024-12-15,H2-2024,4,4,4,3,5,Lawyer administration pass imagine face.,60.0
197,2025-06-15,H1-2025,2,2,2,2,5,Consider manage family defense ten visit fast.,40.0
198,2023-06-15,H1-2023,5,5,5,5,5,Record television best.,100.0
198,2023-12-15,H2-2023,5,3,4,5,5,In state least participant maybe gas.,100.0
198,2024-06-15,H1-2024,4,3,4,2,5,Argue direction training huge.,40.0
198,2024-12-15,H2-2024,3,4,4,2,5,Here pretty current feeling want.,40.0
198,2025-06-15,H1-2025,3,4,4,3,5,Our understand cold present drug but.,60.0
199,2023-06-15,H1-2023,4,5,4,2,5,Church produce scene cover admit.,40.0
199,2023-12-15,H2-2023,5,5,5,4,5,Keep dark show.,80.0
199,2024-06-15,H1-2024,5,4,4,4,5,Use yourself hair success.,80.0
199,2024-12-15,H2-2024,5,4,4,2,5,Today family senior chance big floor hard.,40.0
199,2025-06-15,H1-2025,5,5,5,3,5,Democrat movement that trial put maybe.,60.0
200,2023-06-15,H1-2023,4,3,4,5,5,One market Mrs husband store baby something.,100.0
200,2023-12-15,H2-2023,5,3,4,4,5,Manage middle various goal customer real high.,80.0
200,2024-06-15,H1-2024,3,4,4,5,5,Know ask price prevent new huge.,100.0
200,2024-12-15,H2-2024,4,4,4,3,5,Administration let bed stage where.,60.0
200,2025-06-15,H1-2025,5,5,5,4,5,Much sort stuff usually.,80.0
201,2023-06-15,H1-2023,2,4,3,3,5,Analysis low able official school design fall.,60.0
201,2023-12-15,H2-2023,3,4,4,3,5,Whom quality open system four.,60.0
201,2024-06-15,H1-2024,2,4,3,3,5,Learn head news Mr wonder structure art hold.,60.0
201,2024-12-15,H2-2024,3,3,3,4,5,Mrs list type.,80.0
201,2025-06-15,H1-2025,3,4,4,2,5,Information rest hold have seat challenge surface.,40.0
202,2023-06-15,H1-2023,3,3,3,3,5,Brother respond other ready analysis see.,60.0
202,2023-12-15,H2-2023,5,4,4,2,5,Ok indicate expect.,40.0
202,2024-06-15,H1-2024,3,4,4,2,5,Medical north claim fly two will.,40.0
202,2024-12-15,H2-2024,5,4,4,5,5,Themselves wear rule lawyer tend.,100.0
202,2025-06-15,H1-2025,3,3,3,2,5,Last word friend wait.,40.0
203,2023-06-15,H1-2023,3,1,2,4,5,Word music central plan certainly place seat.,80.0
203,2023-12-15,H2-2023,3,2,2,2,5,Town beat total traditional administration world color.,40.0
203,2024-06-15,H1-2024,2,2,2,4,5,Relationship feeling per future.,80.0
203,2024-12-15,H2-2024,2,3,2,4,5,History tree box.,80.0
203,2025-06-15,H1-2025,1,3,2,4,5,Old start very walk because.,80.0
204,2023-06-15,H1-2023,4,2,3,2,5,Phone total official book his family.,40.0
204,2023-12-15,H2-2023,4,4,4,2,5,Without bad top sure.,40.0
204,2024-06-15,H1-2024,3,2,2,4,5,Office family religious mother.,80.0
204,2024-12-15,H2-2024,2,4,3,3,5,Wrong throw social contain allow political.,60.0
204,2025-06-15,H1-2025,4,3,4,2,5,Plant whose marriage economic wonder operation suggest.,40.0
205,2023-06-15,H1-2023,4,3,4,2,5,From executive growth with note eight talk.,40.0
205,2023-12-15,H2-2023,2,3,2,3,5,Piece answer artist wait way bill point look.,60.0
205,2024-06-15,H1-2024,4,2,3,2,5,Let know air between.,40.0
205,2024-12-15,H2-2024,2,3,2,4,5,Then pick near resource magazine.,80.0
205,2025-06-15,H1-2025,2,3,2,2,5,Believe finally role system.,40.0
206,2023-06-15,H1-2023,5,4,4,3,5,Size activity Republican three thank.,60.0
206,2023-12-15,H2-2023,4,4,4,2,5,Sport game later often product modern.,40.0
206,2024-06-15,H1-2024,5,5,5,3,5,Make trial during hair development ground way.,60.0
206,2024-12-15,H2-2024,4,5,4,2,5,Light him usually focus project move people foreign.,40.0
206,2025-06-15,H1-2025,4,5,4,2,5,Western nothing town property activity.,40.0
207,2023-06-15,H1-2023,2,3,2,2,5,Particularly small nature if talk appear.,40.0
207,2023-12-15,H2-2023,4,3,4,5,5,Relationship question education.,100.0
207,2024-06-15,H1-2024,3,3,3,4,5,Despite them yourself plan.,80.0
207,2024-12-15,H2-2024,3,4,4,4,5,Every media unit news write.,80.0
207,2025-06-15,H1-2025,4,2,3,3,5,Life scientist pattern away interview scene production.,60.0
208,2023-06-15,H1-2023,3,3,3,4,5,Shake fill father interest great argue pretty.,80.0
208,2023-12-15,H2-2023,5,5,5,4,5,Bag factor near.,80.0
208,2024-06-15,H1-2024,5,3,4,5,5,Ready bar resource now wide.,100.0
208,2024-12-15,H2-2024,5,4,4,4,5,Month building nature child man still president.,80.0
208,2025-06-15,H1-2025,5,3,4,4,5,Able whole address interest.,80.0
209,2023-06-15,H1-2023,2,2,2,4,5,Media future player agency also church.,80.0
209,2023-12-15,H2-2023,2,1,2,5,5,One about authority bring.,100.0
209,2024-06-15,H1-2024,3,3,3,5,5,Decade add type Congress.,100.0
209,2024-12-15,H2-2024,1,3,2,2,5,Radio opportunity player hard.,40.0
209,2025-06-15,H1-2025,3,1,2,4,5,Choose sense remain program institution capital sea.,80.0
210,2023-06-15,H1-2023,5,4,4,3,5,Try rate place mind herself.,60.0
210,2023-12-15,H2-2023,4,5,4,5,5,Time big there officer media.,100.0
210,2024-06-15,H1-2024,3,3,3,4,5,Firm south create tend fund.,80.0
210,2024-12-15,H2-2024,5,3,4,5,5,Term number least order ok minute Mr.,100.0
210,2025-06-15,H1-2025,5,4,4,3,5,Kid and sister involve beyond time decade scene.,60.0
211,2023-06-15,H1-2023,2,2,2,2,5,Animal structure leg.,40.0
211,2023-12-15,H2-2023,1,1,1,3,5,According decide mean spend oil pay size.,60.0
211,2024-06-15,H1-2024,1,2,2,3,5,Guy network system.,60.0
211,2024-12-15,H2-2024,1,1,1,4,5,Customer economic firm again difference base.,80.0
211,2025-06-15,H1-2025,2,2,2,2,5,Ten if product issue sound talk evidence.,40.0
212,2023-06-15,H1-2023,2,4,3,3,5,Ahead describe across case plan.,60.0
212,2023-12-15,H2-2023,4,2,3,3,5,Approach scientist part successful.,60.0
212,2024-06-15,H1-2024,3,2,2,5,5,Strong like member say bring child probably significant.,100.0
212,2024-12-15,H2-2024,4,2,3,2,5,Play put national name plant lot page.,40.0
212,2025-06-15,H1-2025,2,2,2,4,5,Like create return somebody others collection.,80.0
213,2023-06-15,H1-2023,3,5,4,4,5,Cup reach per throughout.,80.0
213,2023-12-15,H2-2023,3,4,4,5,5,Score audience coach arrive.,100.0
213,2024-06-15,H1-2024,3,3,3,4,5,Indicate walk nearly interest care coach ok.,80.0
213,2024-12-15,H2-2024,4,5,4,2,5,Each less occur ask young.,40.0
213,2025-06-15,H1-2025,4,3,4,4,5,Story candidate positive audience.,80.0
214,2023-06-15,H1-2023,3,2,2,3,5,Skin garden truth research board.,60.0
214,2023-12-15,H2-2023,2,2,2,4,5,Everybody win prevent score miss.,80.0
214,2024-06-15,H1-2024,3,3,3,5,5,Actually floor there field half provide military course.,100.0
214,2024-12-15,H2-2024,3,4,4,4,5,Modern though race newspaper hold recently.,80.0
214,2025-06-15,H1-2025,3,4,4,4,5,Data structure who arrive special with.,80.0
215,2023-06-15,H1-2023,2,3,2,3,5,Director that source maintain.,60.0
215,2023-12-15,H2-2023,1,2,2,3,5,Plant watch executive lose case future.,60.0
215,2024-06-15,H1-2024,1,1,1,2,5,Top tree agreement record several.,40.0
215,2024-12-15,H2-2024,1,2,2,2,5,Provide however field only until clear down.,40.0
215,2025-06-15,H1-2025,1,1,1,4,5,Police effort lay place alone have rest.,80.0
216,2023-06-15,H1-2023,3,4,4,2,5,Your ready child answer several relate.,40.0
216,2023-12-15,H2-2023,5,3,4,5,5,Score tonight investment very early during professor control.,100.0
216,2024-06-15,H1-2024,3,5,4,2,5,Perhaps management PM paper improve television.,40.0
216,2024-12-15,H2-2024,3,3,3,3,5,Condition level almost appear record determine system.,60.0
216,2025-06-15,H1-2025,4,3,4,3,5,Long charge until something measure whether consider.,60.0
217,2023-06-15,H1-2023,5,4,4,5,5,Home yard simply usually always go.,100.0
217,2023-12-15,H2-2023,4,5,4,4,5,Interest group among since poor including.,80.0
217,2024-06-15,H1-2024,4,5,4,2,5,Billion perhaps middle member.,40.0
217,2024-12-15,H2-2024,5,4,4,3,5,Responsibility chance off sit well.,60.0
217,2025-06-15,H1-2025,3,5,4,3,5,Artist three safe chance project experience.,60.0
218,2023-06-15,H1-2023,3,3,3,2,5,Increase morning free seven right report value.,40.0
218,2023-12-15,H2-2023,3,4,4,5,5,Move almost question major former great think.,100.0
218,2024-06-15,H1-2024,4,4,4,4,5,Each affect bag reason alone glass edge store.,80.0
218,2024-12-15,H2-2024,3,4,4,2,5,Beyond at woman fly.,40.0
218,2025-06-15,H1-2025,2,3,2,2,5,Between loss decision.,40.0
219,2023-06-15,H1-2023,4,3,4,3,5,Education second happy town feel.,60.0
219,2023-12-15,H2-2023,3,2,2,5,5,Impact crime executive admit behavior.,100.0
219,2024-06-15,H1-2024,4,3,4,3,5,Specific attorney system energy.,60.0
219,2024-12-15,H2-2024,3,2,2,2,5,Art remember beyond future fight experience.,40.0
219,2025-06-15,H1-2025,2,2,2,5,5,Debate top time.,100.0
220,2023-06-15,H1-2023,3,5,4,5,5,Event agree her traditional here body.,100.0
220,2023-12-15,H2-2023,5,4,4,5,5,That door its including industry person reflect.,100.0
